03-12-16:58:17 1.322
03-12-16:58:22 1.322
03-12-16:58:27 1.322
03-12-16:58:32 1.322
03-12-16:58:37 1.322
03-12-16:58:43 1.322
03-12-16:58:48 1.322
03-12-16:58:53 1.322
03-12-16:58:58 1.322
03-12-16:59:03 1.322
03-12-16:59:08 1.322
03-12-16:59:13 1.322
03-12-16:59:18 1.322
03-12-16:59:23 1.322
03-12-16:59:28 1.322
03-12-16:59:33 1.322
03-12-16:59:38 1.322
03-12-16:59:43 1.322
03-12-16:59:48 1.322
03-12-16:59:53 1.322
03-12-16:59:59 1.322
03-12-17:00:04 1.322
03-12-17:00:09 1.322
03-12-17:00:14 1.322
03-12-17:00:19 1.326
03-12-17:00:24 1.326
03-12-17:00:29 1.338
03-12-17:00:34 1.338
03-12-17:00:39 1.338
03-12-17:00:44 1.338
03-12-17:00:49 1.338
03-12-17:00:54 1.356
03-12-17:00:59 1.356
03-12-17:01:04 1.356
03-12-17:01:09 1.356
03-12-17:01:15 1.356
03-12-17:01:20 1.364
03-12-17:01:25 1.364
03-12-17:01:30 1.364
03-12-17:01:35 1.364
03-12-17:01:40 1.369
03-12-17:01:45 1.369
03-12-17:01:50 1.369
03-12-17:01:55 1.375
03-12-17:02:00 1.375
03-12-17:02:05 1.375
03-12-17:02:10 1.375
03-12-17:02:15 1.383
03-12-17:02:20 1.383
03-12-17:02:26 1.383
03-12-17:02:31 1.389
03-12-17:02:36 1.400
03-12-17:02:41 1.400
03-12-17:02:46 1.400
03-12-17:02:51 1.400
03-12-17:02:56 1.400
03-12-17:03:01 1.400
03-12-17:03:06 1.400
03-12-17:03:11 1.400
03-12-17:03:16 1.400
03-12-17:03:21 1.400
03-12-17:03:26 1.400
03-12-17:03:31 1.406
03-12-17:03:36 1.406
03-12-17:03:42 1.406
03-12-17:03:47 1.406
03-12-17:03:52 1.406
03-12-17:03:57 1.406
03-12-17:04:02 1.406
03-12-17:04:07 1.406
03-12-17:04:12 1.406
03-12-17:04:17 1.406
03-12-17:04:22 1.406
03-12-17:04:27 1.406
03-12-17:04:32 1.406
03-12-17:04:37 1.406
03-12-17:04:42 1.414
03-12-17:04:47 1.414
03-12-17:04:52 1.414
03-12-17:04:58 1.414
03-12-17:05:03 1.414
03-12-17:05:08 1.414
03-12-17:05:13 1.414
03-12-17:05:18 1.414
03-12-17:05:23 1.414
03-12-17:05:28 1.414
03-12-17:05:33 1.414
03-12-17:05:38 1.414
03-12-17:05:43 1.414
03-12-17:05:48 1.414
03-12-17:05:53 1.414
03-12-17:05:58 1.414
03-12-17:06:03 1.414
03-12-17:06:08 1.414
03-12-17:06:13 1.414
03-12-17:06:19 1.414
03-12-17:06:24 1.414
03-12-17:06:29 1.414
03-12-17:06:34 1.414
03-12-17:06:39 1.414
03-12-17:06:44 1.414
03-12-17:06:49 1.414
03-12-17:06:54 1.414
03-12-17:06:59 1.414
03-12-17:07:04 1.414
03-12-17:07:09 1.414
03-12-17:07:14 1.414
03-12-17:07:19 1.414
03-12-17:07:24 1.414
03-12-17:07:29 1.414
03-12-17:07:35 1.414
03-12-17:07:40 1.414
03-12-17:07:45 1.414
03-12-17:07:50 1.414
03-12-17:07:55 1.414
03-12-17:08:00 1.414
03-12-17:08:05 1.414
03-12-17:08:10 1.414
03-12-17:08:15 1.414
03-12-17:08:20 1.419
03-12-17:08:25 1.419
03-12-17:08:30 1.419
03-12-17:08:35 1.419
03-12-17:08:40 1.419
03-12-17:08:45 1.419
03-12-17:08:51 1.419
03-12-17:08:56 1.419
03-12-17:09:01 1.419
03-12-17:09:06 1.419
03-12-17:09:11 1.419
03-12-17:09:16 1.419
03-12-17:09:21 1.419
03-12-17:09:26 1.419
03-12-17:09:31 1.419
03-12-17:09:36 1.419
03-12-17:09:41 1.419
03-12-17:09:46 1.419
03-12-17:09:51 1.419
03-12-17:09:56 1.419
03-12-17:10:01 1.419
03-12-17:10:06 1.419
03-12-17:10:12 1.419
03-12-17:10:17 1.419
03-12-17:10:22 1.419
03-12-17:10:27 1.419
03-12-17:10:32 1.419
03-12-17:10:37 1.419
03-12-17:10:42 1.419
03-12-17:10:47 1.419
03-12-17:10:52 1.419
03-12-17:10:57 1.419
03-12-17:11:02 1.419
03-12-17:11:07 1.419
03-12-17:11:12 1.419
03-12-17:11:17 1.419
03-12-17:11:22 1.419
03-12-17:11:28 1.419
03-12-17:11:33 1.419
03-12-17:11:38 1.419
03-12-17:11:43 1.419
03-12-17:11:48 1.419
03-12-17:11:53 1.419
03-12-17:11:58 1.419
03-12-17:12:03 1.422
03-12-17:12:08 1.422
03-12-17:12:13 1.422
03-12-17:12:18 1.422
03-12-17:12:23 1.422
03-12-17:12:28 1.422
03-12-17:12:33 1.422
03-12-17:12:38 1.422
03-12-17:12:44 1.422
03-12-17:12:49 1.422
03-12-17:12:54 1.422
03-12-17:12:59 1.422
03-12-17:13:04 1.422
03-12-17:13:09 1.422
03-12-17:13:14 1.422
03-12-17:13:19 1.422
03-12-17:13:24 1.422
03-12-17:13:29 1.422
03-12-17:13:34 1.422
03-12-17:13:39 1.422
03-12-17:13:44 1.422
03-12-17:13:49 1.422
03-12-17:13:54 1.422
03-12-17:13:59 1.422
03-12-17:14:05 1.422
03-12-17:14:10 1.422
03-12-17:14:15 1.422
03-12-17:14:20 1.422
03-12-17:14:25 1.422
03-12-17:14:30 1.422
03-12-17:14:35 1.422
03-12-17:14:40 1.422
03-12-17:14:45 1.422
03-12-17:14:50 1.422
03-12-17:14:55 1.422
03-12-17:15:00 1.422
03-12-17:15:05 1.422
03-12-17:15:10 1.422
03-12-17:15:16 1.422
03-12-17:15:21 1.422
03-12-17:15:26 1.422
03-12-17:15:31 1.422
03-12-17:15:36 1.422
03-12-17:15:41 1.422
03-12-17:15:46 1.426
03-12-17:15:51 1.426
03-12-17:15:56 1.426
03-12-17:16:01 1.426
03-12-17:16:06 1.426
03-12-17:16:11 1.426
03-12-17:16:16 1.426
03-12-17:16:21 1.426
03-12-17:16:26 1.426
03-12-17:16:31 1.426
03-12-17:16:37 1.426
03-12-17:16:42 1.426
03-12-17:16:47 1.426
03-12-17:16:52 1.426
03-12-17:16:57 1.426
03-12-17:17:02 1.426
03-12-17:17:07 1.426
03-12-17:17:12 1.426
03-12-17:17:17 1.426
03-12-17:17:22 1.426
03-12-17:17:27 1.426
03-12-17:17:32 1.426
03-12-17:17:37 1.426
03-12-17:17:42 1.426
03-12-17:17:47 1.426
03-12-17:17:53 1.426
03-12-17:17:58 1.426
03-12-17:18:03 1.426
03-12-17:18:08 1.426
03-12-17:18:13 1.426
03-12-17:18:18 1.426
03-12-17:18:23 1.426
03-12-17:18:28 1.426
03-12-17:18:33 1.426
03-12-17:18:38 1.426
03-12-17:18:43 1.426
03-12-17:18:48 1.426
03-12-17:18:53 1.426
03-12-17:18:58 1.426
03-12-17:19:03 1.426
03-12-17:19:08 1.426
03-12-17:19:13 1.426
03-12-17:19:19 1.426
03-12-17:19:24 1.426
03-12-17:19:29 1.426
03-12-17:19:34 1.432
